CATEGORY,NAICS_CODE,NAICS_DESC,COMPANY_NAME,PRIMARY_ADDRESS,PRIMARY_CITY,PRIMARY_STATE,PRIMARY_ZIP10,SALUTATION,FIRST_NAME,LAST_NAME,PROFESSIONAL_TITLE,CONTACT_NAME,PHONE,WEB_SITE,LATITUDE,LONGITUDE
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,CAST-COAT INC,354 WEST ST # 1,WEST BRIDGEWATER,MA,02379-1498,MR,ROBERT S,LOTHROP,,ROBERT S LOTHROP,5085874502,,42022899,71050048
H,31331014,TEXTILE & FABRIC FINISHING MILLS,GREMARCO INDUSTRIES INC,PO BOX 1041,WEST BROOKFIELD,MA,01585-1041,MR,JIM,PHILLIPS,,JIM PHILLIPS,5088675244,GREMARCO.COM,42229442,72133079
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,HARDIGG CUSTOM SVC,10 WEST ST,WEST HATFIELD,MA,01088-9554,,,,,,4132473330,,42367252,72636207
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,MASS POLYMERS CORP,1191 WASHINGTON ST # 3,WEST NEWTON,MA,02465-2152,MR,STEPHEN M,DAZZO,,STEPHEN M DAZZO,6179649400,,42349460,71222373
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,MT TOM BOX CO,190 INTERSTATE DR,WEST SPRINGFIELD,MA,01089-4582,MR,DAVID,STRAUSS,,DAVID STRAUSS,4137815300,KEYCONTAINERCORP.COM,42159824,72649017
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,OSGOOD TEXTILE CO INC,333 PARK ST,WEST SPRINGFIELD,MA,01089-3393,JEFF,PASSO,S,M,JEFF PASSO,4137376488,OSGOODTEXTILE.COM,42101528,72624847
H,31499924,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,UNITED INDUSTRIAL TEXTILE PROD,136 BLISS ST,WEST SPRINGFIELD,MA,01089-3435,,,S,,,4132662027,,42103046,72618812
H,31321017,BROADWOVEN FABRIC MILLS,SPERRY SAILS,28 PATTERSONS BROOK RD,WEST WAREHAM,MA,02576-1216,LEE,WESTGATE,S,M,LEE WESTGATE,7746780164,SPERRYFABRICARCHITECTURE.COM,41783229,70748893
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,JEN-COAT2C+INC,PO BOX 274,WESTFIELD,MA,01086-0274,,,,,,,JENCOAT.COM,42114265,72748092
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,LOVE ALWAYS ROSE SEWING,185 RUSSELL RD,WESTFIELD,MA,01085-2141,ROSEANNA,LACAS,S,F,ROSEANNA LACAS,,,42128242,72771949
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,PROAMPAC,PO BOX 274,WESTFIELD,MA,01086-0274,MR,GREGORY R,TUCKER,,GREGORY R TUCKER,4135622315,PROAMPAC.COM,42134014,72742828
H,32221901,OTHER PAPERBOARD CONTAINER MANUFACTURING,QUALITY PACKAGING & GRAPHICS,PO BOX 1338,WESTFIELD,MA,01086-1338,ROBERT,BAKER,S,M,ROBERT BAKER,4135681923,,42156463,72747993
H,32221905,OTHER PAPERBOARD CONTAINER MANUFACTURING,LINDEN PHOTONICS INC,1 PARK DR # 10,WESTFORD,MA,01886-3535,STEVE,ORIORDEN,S,M,STEVE ORIORDEN,9783927985,LINDENPHOTONICS.COM,42557250,71435539
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,ADVANCE COATING CO,PO BOX 457,WESTMINSTER,MA,01473-0457,MR,RUSSELL,COOK,,RUSSELL COOK,9788745921,ADVANCECOATINGS.COM,42551471,71869377
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,DS SMITH,100 SIMPLEX DR # 5,WESTMINSTER,MA,01473-1482,MR,SCOTT,ALLEN,,SCOTT ALLEN,9783451071,DSSMITH.COM,42561073,71921638
H,32221907,OTHER PAPERBOARD CONTAINER MANUFACTURING,SEABOARD FOLDING BOX,100 SIMPLEX DR # 3,WESTMINSTER,MA,01473-1482,MR,GARY,LAMBERT,,GARY LAMBERT,9783428921,SEABOARDBOX.COM,42561073,71921638
H,31332003,FABRIC COATING MILLS,CHASE COATING & LAMINATING,295 UNIVERSITY AVE,WESTWOOD,MA,02090-2315,MR,ADAM,CHASE,,ADAM CHASE,7813320700,CHASECORP.COM,42201675,71155197
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,ROMANOW CONTAINER,346 UNIVERSITY AVE,WESTWOOD,MA,02090-2309,MR,THEODORE,ROMANOW,,THEODORE ROMANOW,7813209200,ROMANOWCONTAINER.COM,42199848,71153861
H,31324005,KNIT FABRIC MILLS,RI KNITTING CO INC,1 MAIN ST # 10,WHITINSVILLE,MA,01588-2201,SCOTT,GAUVIN,S,M,SCOTT GAUVIN,5088225333,RIKNITTING.COM,42110210,71665161
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,FLAGS GALORE,27 MCINTOSH DR,WILBRAHAM,MA,01095-2654,,,S,,,4135994700,,42100593,72426101
H,32223004,STATIONERY PRODUCT MANUFACTURING,GOOD CAUSE GREETINGS,30 W COLONIAL RD,WILBRAHAM,MA,01095-2116,CATHY,ROBINS,S,F,CATHY ROBINS,4135431515,GOODCAUSEGREETINGS.COM,42160350,72506256
H,32221201,FOLDING PAPERBOARD BOX MANUFACTURING,PACIFIC PACKAGING PRODUCTS INC,PO BOX 697,WILMINGTON,MA,01887-0697,MR,ROBERT,GOLDSTEIN,,ROBERT GOLDSTEIN,9786579100,PACIFICPKG.COM,42528514,71145736
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,SEALED AIR CORP,80 INDUSTRIAL WAY # 7,WILMINGTON,MA,01887-4614,TRAVIS,VERACKA,S,M,TRAVIS VERACKA,9786584488,SEALEDAIR.COM,42532207,71136566
H,32222016,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,GLOBE BAG CO,39 COMMERCE WAY,WOBURN,MA,01801-1005,MR,MARK,GOLDENBERG,,MARK GOLDENBERG,7819353311,GLOBEBAG.COM,42509063,71131126
H,32521104,PLASTICS MATERIAL & RESIN MANUFACTURING,HARRINGTON INDUSTRIAL PLASTICS,11 WHEELING AVE,WOBURN,MA,01801-2008,,,,,,7819331607,,42500354,71136802
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,YIELD10 BIOSCIENCE INC,19 PRESIDENTIAL WAY # 200,WOBURN,MA,01801-1184,OLIVER P,PEOPLES,S,M,OLIVER P PEOPLES,6175831700,YIELD10BIO.COM,42525066,71141479
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,A SCHULMAN INC,53 MILLBROOK ST,WORCESTER,MA,01606-2817,MR,WAYNE,MARQUIS,,WAYNE MARQUIS,5087560002,ASCHULMAN.COM,42288837,71801521
H,32521105,PLASTICS MATERIAL & RESIN MANUFACTURING,ANCHOR PLASTICS INC,70 WEBSTER ST # 3,WORCESTER,MA,01603-1958,MR,JOSEPH,SMOLEN,,JOSEPH SMOLEN,5087532169,,42242523,71833839
H,31491010,TEXTILE BAG & CANVAS MILLS,BIGELOW PRODUCTS INC,149 GREENWOOD ST,WORCESTER,MA,01607-1517,GARETT M,LOWE,S,M,GARETT M LOWE,5087532545,BIGELOWPRODUCTS.COM,42226043,71792732
H,31499908,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,DEGEL FLAGS INC,6 FENIMORE RD,WORCESTER,MA,01609-1711,CAROL G,KAUFMAN,S,F,CAROL G KAUFMAN,5087534488,,42282905,71812973
H,31499401,ROPE CORDAGE TWINE TIRE CORD & TIRE FABRIC MILLS,ELECTROWEAVE INC,425 SHREWSBURY ST,WORCESTER,MA,01604-1638,MS,BEATRICE,ANDREWS,,BEATRICE ANDREWS,5087528932,,42271873,71773109
H,31499923,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,JEFFCO FIBRES INC,1 APPIAN WAY,WORCESTER,MA,01610-2948,LARRY,CYR,S,M,LARRY CYR,5087572547,,42241058,71815582
H,31511002,HOSIERY & SOCK MILLS,MECHANICS BLISS,15 HERMON ST,WORCESTER,MA,01610-1519,ERIC,BENANDER,S,M,ERIC BENANDER,5087538137,MB-SUPPLY.COM,42256999,71808044
H,32221102,CORRUGATED & SOLID FIBER BOX MANUFACTURING,RAND-WHITNEY GROUP LLC,1 RAND WHITNEY WAY,WORCESTER,MA,01607-1890,MR,EDWIN,DAVIS,,EDWIN DAVIS,5087912301,RANDWHITNEY.COM,42222133,71796791
H,32222001,PAPER BAG & COATED & TREATED PAPER MANUFACTURING,RAND-WHITNEY PACKAGING CORP,150 GROVE ST,WORCESTER,MA,01605-1706,MR,ART,MAHASSEL,,ART MAHASSEL,5089293400,,42278251,71801452
H,31499921,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,SEW SIMPLE,1100B PLEASANT ST,WORCESTER,MA,01602-1232,PAULA,GAUDETT,S,F,PAULA GAUDETT,5087932920,SEWSIMPLEWORCESTER.COM,42277877,71851959
H,31499923,ALL OTHER MISCELLANEOUS TEXTILE PRODUCT MILLS,WOOL WASTE,PO BOX 115,WORCESTER,MA,01613-0115,HERBERT,RASNICK,S,M,HERBERT RASNICK,5087520479,,42252422,71804641
