,RTN,date_sampled_well,sample_id_x,lab_x,Matrix_x,lat_x,lon_x,NEtFOSAA_well,PFBS_well,PFDA_well,PFDoA_well,PFHpA_well,PFHxA_well,PFHxS_well,PFNA_well,PFOA_well,PFOS_well,PFTA_well,PFTrDA_well,PFUnA_well,elevation_well,MUSYM_well,BROCKDEPMI_well,WTDEPANNMI_well,FLODFREQDC_well,FLODFREQMA_well,PONDFREQPR_well,DRCLASSDCD_well,DRCLASSWET_well,HYDGRPDCD_well,SLOPE_well,SLOPEGRADD_well,SLOPEGRADW_well,map_unit_groups_well,slope_phase_well,primary_series_well,secondary_series_well,tertiary_series_well,primary_texture_well,secondary_texture_well,tertiary_texture_well,extra_desc_well,slope_aspect_well,level_0_DS,index_DS,report,lab_y,sample_id_y,Matrix_y,date_sampled_ds,lat_y,lon_y,NEtFOSAA_DS,PFBS_DS,PFDA_DS,PFDoA_DS,PFHpA_DS,PFHxA_DS,PFHxS_DS,PFNA_DS,PFOA_DS,PFOS_DS,PFTA_DS,PFTrDA_DS,PFUnA_DS,elevation_ds,MUSYM_ds,BROCKDEPMI_ds,WTDEPANNMI_ds,FLODFREQDC_ds,FLODFREQMA_ds,PONDFREQPR_ds,DRCLASSDCD_ds,DRCLASSWET_ds,HYDGRPDCD_ds,SLOPE_ds,SLOPEGRADD_ds,SLOPEGRADW_ds,map_unit_groups_ds,slope_phase_ds,primary_series_ds,secondary_series_ds,tertiary_series_ds,primary_texture_ds,secondary_texture_ds,tertiary_texture_ds,extra_desc_ds,slope_aspect_ds,elevation_ds_to_well,Notif_Date,days_since_release,distance_ds_to_well,bearing_ds_to_well
169,4-0027571,2018-12-07 13:30:00,AJ,Alpha,Dw,41.37154315626638,-70.62171365575105,0.258,0.101624977052992,0.91,0.91,0.0736429383308503,0.0632955023362159,0.0064509254059861,0.0400731673377908,0.155481498688246,0.283315985750729,0.19875,0.2335,0.91,6,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,17.0,0.0003857987776357118,208.25661900927128
170,4-0027571,2018-12-07 14:00:00,AK,Alpha,Dw,41.37747156356542,-70.62104686577058,0.258,0.072930140761948,0.88,0.88,0.130147846693593,0.143724417873939,0.0051639828046473,0.0361390214208228,0.153947085863831,0.224945174880441,0.19875,0.2335,0.88,5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,17.0,0.00021679821854988813,218.83120178921905
171,4-0027571,2018-12-07 14:20:00,AQ,Alpha,Dw,41.37781265554497,-70.62091070521875,0.258,0.24575993157886,0.93,0.93,0.192815882996978,0.153935638116169,0.130782397779027,0.0568624944335964,0.469603856982527,0.409161954595277,0.19875,0.2335,0.93,5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,225.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,17.0,0.0002071508428053861,219.4436364768302
172,4-0027571,2018-12-07 14:30:00,AM,Alpha,Dw,41.375247173375165,-70.62215311370824,0.258,0.808246123681212,0.885,2.29,0.9593375742299,1.24984978783487,0.72120070640215,1.29336395632512,1.04579231563433,1.26117998068071,0.19875,0.2335,2.05,3,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,9,2018-11-20 00:00:00,17.0,0.0002914656737354022,216.00381276373406
173,4-0027571,2018-12-07 15:00:00,AR,Alpha,Dw,41.37848481986862,-70.62515717179144,0.258,0.13160819854837,0.885,0.885,0.0796334766427296,0.107356399041086,0.0655898012436846,0.13899206462555,0.114913174138228,0.144056943664268,0.19875,0.2335,0.885,6,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,17.0,0.0003029065176428002,231.04757965737218
174,4-0027571,2018-12-13 08:50:00,AG,Alpha,Dw,41.37229936068518,-70.62635302029265,0.258,0.931610602853326,0.94,0.94,0.322824158815747,0.76656227273878,0.804884372407214,1.15826693564753,0.881527593708311,0.878210288837614,0.19875,0.2335,0.94,7,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,5,2018-11-20 00:00:00,23.0,0.0004898596081783792,218.41702621029606
175,4-0027571,2018-12-13 09:00:00,AS,Alpha,Dw,41.38063072177064,-70.61741728644735,0.258,0.422395549407715,0.8625,0.8625,37.35,134.5,3.115,0.7140430077784204,19.3,0.5153487836438105,0.19875,0.2335,0.8625,6,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,161.56504821777344,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,23.0,9.833425257267241e-05,217.9040008820328
176,4-0027571,2018-12-13 09:01:00,AH,Alpha,Dw,41.37445524110068,-70.62803303434141,0.258,0.46156178620469,0.885,0.885,0.395020882942029,0.555818668734028,0.413918917970888,0.380597142816658,0.571178141360429,0.691193406639764,0.19875,0.2335,0.885,5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,23.0,0.0004857521572915112,225.58372627253706
177,4-0027571,2018-12-13 09:25:00,AT,Alpha,Dw,41.37381490148024,-70.62672686877929,0.258,0.409995345204009,0.92,0.92,9.43,13.8,0.136943327073079,0.315631031579527,0.798968447259788,1.32678022325326,0.19875,0.2335,0.92,6,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,23.0,0.00045820540075194004,222.0283028679118
178,4-0027571,2018-12-13 09:50:00,AV,Alpha,Dw,41.37206349451848,-70.62963132525128,0.258,0.29102917669615,0.91,0.91,0.446171829286788,2.78,0.12690840302304,0.164464184026835,4.39,1.86,0.19875,0.2335,0.91,8,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,4,2018-11-20 00:00:00,23.0,0.0006132423566898026,223.23638018867877
179,4-0027571,2018-12-13 10:06:00,AW,Alpha,Dw,41.379626208570194,-70.61792121450357,0.258,4.64,0.91,0.91,4.29,10.2,2.6,0.0056037748413515,4.85,2.58,0.19875,0.2335,0.91,6,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,180.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,23.0,0.00012061819301799977,216.03115147179975
180,4-0027571,2018-12-13 10:10:00,AU,Alpha,Dw,41.382377804712,-70.61977229729114,0.258,0.715644476795183,0.845,0.845,28.7,26.7,0.359239255229374,0.655391088160307,22.6,1.04353439155895,0.19875,0.2335,0.845,-5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,17,2018-11-20 00:00:00,23.0,0.00011651873285281936,234.22361507013107
181,4-0027571,2018-12-13 10:30:00,AX,Alpha,Dw,41.37673172283829,-70.6185347376809,0.258,0.766661319283455,0.92,0.92,71.2,82.6,0.457057162893516,0.516623437071814,27.3,1.57034103713101,0.19875,0.2335,0.92,9,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,270.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,3,2018-11-20 00:00:00,23.0,0.00018440295575238106,209.89040517015866
182,4-0027571,2018-12-13 10:40:00,AZ,Alpha,Dw,41.37118110535483,-70.62845995668563,0.258,0.864241685078847,0.875,0.875,0.540689601101763,1.05687839646737,0.426017487984347,0.570545457465165,1.352990830596,1.26117998068071,0.19875,0.2335,0.875,6,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,23.0,0.0005973143971617549,219.88276908281807
183,4-0027571,2018-12-13 10:47:00,AY,Alpha,Dw,41.37202874423646,-70.6227947329152,0.258,10.4,0.985,0.985,2.6,13.6,148.0,0.0767049940838426,8.15,341.7,0.19875,0.2335,0.985,6,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,288.4349365234375,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,6,2018-11-20 00:00:00,23.0,0.0003964223428387235,211.24620416597972
184,4-0027571,2018-12-13 11:00:00,BA,Alpha,Dw,41.36908133615258,-70.62588282450962,0.258,23.6,0.91,0.91,0.313579284745415,0.269642744818095,2.67,0.120216852670743,0.578739693270712,0.735678141380834,0.19875,0.2335,0.91,5,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,135.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,23.0,0.0005832280073264426,212.43502271716525
185,4-0027571,2018-12-13 11:25:00,BC,Alpha,Dw,41.370132081732834,-70.62320310930892,0.258,0.237865602341078,0.885,0.885,0.306448830939896,0.282701720134253,0.235623475395165,0.312751885461397,0.390204548447319,0.425417060194048,0.19875,0.2335,0.885,3,259C,,,None,None,0-14%,Excessively drained,Excessively drained,A,C,12.0,12.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,8 to 15 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,270.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,9,2018-11-20 00:00:00,23.0,0.00046914327562751776,209.16857305964163
186,4-0027571,2018-12-13 11:32:00,BB,Alpha,Dw,41.36373894127738,-70.61736246191752,0.258,1.09826223985794,0.89,0.89,0.472689339819495,1.01768756601726,0.456005682756832,1.22135654915777,1.24461053972943,1.00363077546842,0.19875,0.2335,0.89,2,259B,,,None,None,0-14%,Excessively drained,Excessively drained,A,B,6.0,6.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,3 to 8 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,10,2018-11-20 00:00:00,23.0,0.0006153606745312677,192.6089824298143
187,4-0027571,2018-12-13 11:40:00,BD,Alpha,Dw,41.37152768721616,-70.62669819196738,0.258,0.876571223184297,0.87,0.87,1.00980108731535,0.969842545093076,0.889057007833118,1.79643286217959,1.8,1.51284718468037,0.19875,0.2335,0.87,7,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,5,2018-11-20 00:00:00,23.0,0.0005251505165726601,217.63229695973064
188,4-0027571,2018-12-13 12:00:00,BF,Alpha,Dw,41.37535010542006,-70.62731563116213,0.258,0.560039840285463,0.885,0.885,0.500971721841169,0.741671441118597,0.497918107630677,0.463151210476977,0.787674175335139,0.854909277714758,0.19875,0.2335,0.885,8,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,4,2018-11-20 00:00:00,23.0,0.00043822322393640366,226.43517801681085
189,4-0027571,2018-12-13 12:15:00,BQ,Alpha,Dw,41.37079193245621,-70.62703091464543,0.258,0.792303307588968,0.865,0.865,0.435149396513128,0.393778217121001,0.0141332624182646,0.0443258326720049,0.33687298954026,0.548979036413169,0.19875,0.2335,0.865,5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,7,2018-11-20 00:00:00,23.0,0.0005602509638423311,216.94380375391913
190,4-0027571,2018-12-13 12:19:00,BE,Alpha,Dw,41.38005113671123,-70.61930209165511,0.258,1.99,0.855,0.855,18.8,27.4,0.735495645268608,1.52272352488565,9.19,1.4595161629172,0.19875,0.2335,0.855,-5,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,17,2018-11-20 00:00:00,23.0,0.00013711495538852814,222.2296814111558
191,4-0027571,2018-12-13 12:53:00,BG,Alpha,Dw,41.382019172525034,-70.61996848775993,0.258,0.705592408493107,0.96,0.96,0.48428918759963,0.475610782062216,0.165536622410139,1.27718960801204,0.890107997107003,1.30006304317386,0.19875,0.2335,0.96,-5,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,17,2018-11-20 00:00:00,23.0,0.00012409415038305778,232.93544562150169
192,4-0027571,2018-12-13 13:00:00,BH,Alpha,Dw,41.38345090952685,-70.6188250996996,0.258,0.7488825914642789,0.87,0.87,6.21,11.4,0.41612302173122095,0.535402827675135,7.02,0.8409838791227595,0.19875,0.2335,0.87,10,288A,,,None,None,0-14%,Well drained,Well drained,B,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,riverhead,nan,nan,sandy loam,nan,nan,nan,0.0,15,0,4-0027571 - West Tisbury - Document_ID_481365 MW C.pdf,Alpha,TT-5,Water,2018-11-01 16:00:00,41.387512,-70.6102771,0.258,22.6,27.9,0.965,1550,2434.25,82.7,309,1760,219,0.19875,0.2335,3.88,12,259A,,,None,None,0-14%,Excessively drained,Excessively drained,A,A,2.0,2.0,Excessively drained to somewhat poorly drained soils formed in glacial outwash or lacustrine sediments,0 to 3 percent slopes,carver,nan,nan,loamy coarse sand,nan,nan,nan,0.0,2,2018-11-20 00:00:00,23.0,8.956075469550223e-05,237.65995898894545
