,folder,report,RTN,type,address,lab,error,results_pages,extracted
2231,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW U.pdf,4-0027571,receptor,,alpha,,7,True
2232,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW V.pdf,4-0027571,receptor,,alpha,,7,True
2233,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW W.pdf,4-0027571,receptor,,alpha,,7,True
2234,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW X.pdf,4-0027571,receptor,,alpha,,7,True
2235,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW Y.pdf,4-0027571,receptor,,alpha,,7,True
2236,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW Z.pdf,4-0027571,receptor,,alpha,,7,True
2237,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AA.pdf,4-0027571,receptor,,alpha,,7,True
2238,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AB.pdf,4-0027571,receptor,,alpha,,7,True
2239,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AC.pdf,4-0027571,receptor,,alpha,,7,True
2240,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AD.pdf,4-0027571,receptor,,alpha,,7,True
2241,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AE.pdf,4-0027571,receptor,,alpha,,7,True
2242,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AF.pdf,4-0027571,receptor,,alpha,,7,True
2243,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AG.pdf,4-0027571,receptor,,alpha,,7,True
2244,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AG.pdf,4-0027571,receptor,,alpha,,8,True
2245,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AH.pdf,4-0027571,receptor,,alpha,,7,True
2246,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AI.pdf,4-0027571,receptor,,alpha,,7,True
2247,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AJ.pdf,4-0027571,receptor,,alpha,,7,True
2248,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AK.pdf,4-0027571,receptor,,alpha,,7,True
2249,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AL.pdf,4-0027571,receptor,,alpha,,7,True
2250,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AM.pdf,4-0027571,receptor,,alpha,,7,True
2251,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AN.pdf,4-0027571,receptor,,alpha,,7,True
2252,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AN.pdf,4-0027571,receptor,,alpha,,8,True
2253,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AO.pdf,4-0027571,receptor,,alpha,,7,True
2254,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AP.pdf,4-0027571,receptor,,alpha,,7,True
2255,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AQ.pdf,4-0027571,receptor,,alpha,,7,True
2256,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AR.pdf,4-0027571,receptor,,alpha,,7,True
2257,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AS.pdf,4-0027571,receptor,,alpha,,7,True
2258,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AT.pdf,4-0027571,receptor,,alpha,,7,True
2259,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AU.pdf,4-0027571,receptor,,alpha,,6,True
2260,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AV.pdf,4-0027571,receptor,,alpha,,6,True
2261,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AW.pdf,4-0027571,receptor,,alpha,,6,True
2262,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AX.pdf,4-0027571,receptor,,alpha,,6,True
2263,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AY.pdf,4-0027571,receptor,,alpha,,6,True
2264,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW AZ.pdf,4-0027571,receptor,,alpha,,6,True
2265,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BA.pdf,4-0027571,receptor,,alpha,,7,True
2266,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BA.pdf,4-0027571,receptor,,alpha,,8,True
2267,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BB.pdf,4-0027571,receptor,,alpha,,6,True
2268,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BC.pdf,4-0027571,receptor,,alpha,,6,True
2269,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BD.pdf,4-0027571,receptor,,alpha,,6,True
2270,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BE.pdf,4-0027571,receptor,,alpha,,6,True
2271,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BF.pdf,4-0027571,receptor,,alpha,,6,True
2272,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BG.pdf,4-0027571,receptor,,alpha,,6,True
2273,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BH.pdf,4-0027571,receptor,,alpha,,7,True
2274,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BI.pdf,4-0027571,receptor,,alpha,,7,True
2275,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BI.pdf,4-0027571,receptor,,alpha,,8,True
2276,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BJ.pdf,4-0027571,receptor,,alpha,,6,True
2277,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BK.pdf,4-0027571,receptor,,alpha,,6,True
2278,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BL.pdf,4-0027571,receptor,,alpha,,6,True
2279,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BM.pdf,4-0027571,receptor,,alpha,,6,True
2280,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BN.pdf,4-0027571,receptor,,alpha,,7,True
2281,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BN.pdf,4-0027571,receptor,,alpha,,8,True
2282,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BO.pdf,4-0027571,receptor,,alpha,,7,True
2283,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BP.pdf,4-0027571,receptor,,alpha,,7,True
2284,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BQ.pdf,4-0027571,receptor,,alpha,,6,True
2285,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BR.pdf,4-0027571,receptor,,alpha,,7,True
2286,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BR.pdf,4-0027571,receptor,,alpha,,8,True
2287,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BS.pdf,4-0027571,receptor,,alpha,,6,True
2288,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BT.pdf,4-0027571,receptor,,alpha,,6,True
2289,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BU.pdf,4-0027571,receptor,,alpha,,6,True
2290,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BV.pdf,4-0027571,receptor,,alpha,,6,True
2291,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BW.pdf,4-0027571,receptor,,alpha,,6,True
2292,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BX.pdf,4-0027571,receptor,,alpha,,7,True
2293,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BY.pdf,4-0027571,receptor,,alpha,,7,True
2294,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW BZ.pdf,4-0027571,receptor,,alpha,,7,True
2295,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CA.pdf,4-0027571,receptor,,alpha,,7,True
2296,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CB.pdf,4-0027571,receptor,,alpha,,7,True
2297,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CB.pdf,4-0027571,receptor,,alpha,,8,True
2298,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CC.pdf,4-0027571,receptor,,alpha,,7,True
2299,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CD.pdf,4-0027571,receptor,,alpha,,7,True
2300,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CE.pdf,4-0027571,receptor,,alpha,,7,True
2301,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CF.pdf,4-0027571,receptor,,alpha,,7,True
2302,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CF.pdf,4-0027571,receptor,,alpha,,8,True
2303,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CG.pdf,4-0027571,receptor,,alpha,,7,True
2304,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CH.pdf,4-0027571,receptor,,alpha,,7,True
2305,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CI.pdf,4-0027571,receptor,,alpha,,7,True
2306,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CJ.pdf,4-0027571,receptor,,alpha,,7,True
2307,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CK.pdf,4-0027571,receptor,,alpha,,7,True
2308,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CL.pdf,4-0027571,receptor,,alpha,,7,True
2309,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CM.pdf,4-0027571,receptor,,alpha,,7,True
2310,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CN.pdf,4-0027571,receptor,,alpha,,7,True
2311,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CO.pdf,4-0027571,receptor,,alpha,,7,True
2312,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CP.pdf,4-0027571,receptor,,alpha,,7,True
2313,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CQ.pdf,4-0027571,receptor,,alpha,,7,True
2314,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CR.pdf,4-0027571,receptor,,alpha,,7,True
2315,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CR.pdf,4-0027571,receptor,,alpha,,8,True
2316,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CS.pdf,4-0027571,receptor,,alpha,,7,True
2317,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CS.pdf,4-0027571,receptor,,alpha,,8,True
2318,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CT.pdf,4-0027571,receptor,,alpha,,7,True
2319,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CT.pdf,4-0027571,receptor,,alpha,,8,True
2320,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CU.pdf,4-0027571,receptor,,alpha,,7,True
2321,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CU.pdf,4-0027571,receptor,,alpha,,8,True
2322,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CV.pdf,4-0027571,receptor,,alpha,,7,True
2323,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CW.pdf,4-0027571,receptor,,alpha,,7,True
2324,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CW.pdf,4-0027571,receptor,,alpha,,8,True
2325,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CX.pdf,4-0027571,receptor,,alpha,,7,True
2326,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CY.pdf,4-0027571,receptor,,alpha,,7,True
2327,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW CZ.pdf,4-0027571,receptor,,alpha,,7,True
2328,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW DA.pdf,4-0027571,receptor,,alpha,,7,True
2329,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW DB.pdf,4-0027571,receptor,,alpha,,7,True
2330,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW DC.pdf,4-0027571,receptor,,alpha,,7,True
2331,Raw Reports/Receptor Lab Reports/,4-0027571 - West Tisbury - Document_ID_481365 DW DD.pdf,4-0027571,receptor,,alpha,,7,True
2332,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"MW-1, Hyannis, MA",con-test,,5,True
2333,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"MW-2, Hyannis, MA",con-test,,6,True
2334,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"MW-3, Hyannis, MA",con-test,,7,True
2335,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"CMW-01, Hyannis, MA",con-test,,8,True
2336,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"CMW-05, Hyannis, MA",con-test,,9,True
2337,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"CMW-06, Hyannis, MA",con-test,,10,True
2338,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"CMW-07, Hyannis, MA",con-test,,11,True
2339,Raw Reports/Receptor Lab Reports/,4-0028855 - Hyannis - Document_ID_607535 MW.pdf,4-0028855,receptor,"Field Blank, Hyannis, MA",con-test,,12,True
2340,Raw Reports/Receptor Lab Reports/,4-0028856 - Barnstable - Document_ID_607538 MW.pdf,4-0028856,receptor,"MW-1, Hyannis, MA",con-test,,5,True
2341,Raw Reports/Receptor Lab Reports/,4-0028856 - Barnstable - Document_ID_607538 MW.pdf,4-0028856,receptor,"MW-2, Hyannis, MA",con-test,,6,True
2342,Raw Reports/Receptor Lab Reports/,4-0028856 - Barnstable - Document_ID_607538 MW.pdf,4-0028856,receptor,"MW-3, Hyannis, MA",con-test,,7,True
2343,Raw Reports/Receptor Lab Reports/,4-0028856 - Barnstable - Document_ID_607538 MW.pdf,4-0028856,receptor,"FB-2, Hyannis, MA",con-test,,8,True
2347,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 DX.pdf,1-0021230,source,,alpha,,7,True
2349,Raw Reports/Source Lab Reports/,2-0021383 - Holden - Document_ID_572811 MW A.pdf,2-0021383,source,"MW-101, 752 Main Street, Holden, MA",con-test,,5,True
2350,Raw Reports/Source Lab Reports/,2-0021383 - Holden - Document_ID_572811 MW A.pdf,2-0021383,source,"MW-8, 752 Main Street, Holden, MA",con-test,,6,True
2351,Raw Reports/Source Lab Reports/,2-0021383 - Holden - Document_ID_572811 MW A.pdf,2-0021383,source,"Field Blank, 752 Main Street, Holden, MA",con-test,,7,True
2352,Raw Reports/Source Lab Reports/,2-0021383 - Holden - Document_ID_572811 MW A.pdf,2-0021383,source,"Trip Blank, 752 Main Street, Holden, MA",con-test,,8,True
2354,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,8,True
2356,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,10,True
2358,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,12,True
2360,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,14,True
2362,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,16,True
2364,Raw Reports/Source Lab Reports/,2-0021045 - Stow - Document_ID_528945 SLG.pdf,2-0021045,source,,sgs,,18,True
2366,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW C.pdf,1-0021230,source,,alpha,,8,True
2367,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW C.pdf,1-0021230,source,,alpha,,11,True
2368,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW C.pdf,1-0021230,source,,alpha,,14,True
2369,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW C.pdf,1-0021230,source,,alpha,,17,True
2370,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 DW.pdf,1-0021230,source,,alpha,,7,True
2371,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 DW.pdf,1-0021230,source,,alpha,,8,True
2372,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 DW.pdf,1-0021230,source,,alpha,,9,True
2373,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW A.pdf,1-0021230,source,,alpha,,7,True
2374,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW A.pdf,1-0021230,source,,alpha,,8,True
2375,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW A.pdf,1-0021230,source,,alpha,,10,True
2376,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,7,True
2377,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,10,True
2378,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,13,True
2379,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,16,True
2380,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,19,True
2381,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,22,True
2382,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,25,True
2383,Raw Reports/Source Lab Reports/,1-0021230 - Lanesborough - Document_ID_587486 MW B.pdf,1-0021230,source,,alpha,,28,True
2384,Raw Reports/Source Lab Reports/,2-0021072 - Princeton - 6 Town Hall Rd DW.pdf,2-0021072,source,,alpha,,7,True
2385,Raw Reports/Source Lab Reports/,2-0021072 - Princeton - 6 Town Hall Rd DW.pdf,2-0021072,source,,alpha,,8,True
2387,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,7,True
2389,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,9,True
2391,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,11,True
2393,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,13,True
2395,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,15,True
2397,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,17,True
2399,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,19,True
2401,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,21,True
2403,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,23,True
2405,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,25,True
2407,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,27,True
2409,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 SL.pdf,2-0021075,source,,sgs,,29,True
2411,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 MW.pdf,2-0021075,source,,sgs,,6,True
2413,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 MW.pdf,2-0021075,source,,sgs,,8,True
2415,Raw Reports/Source Lab Reports/,2-0021075 - Stow - Document_ID_550063 MW.pdf,2-0021075,source,,sgs,,10,True
2417,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW.pdf,2-0021116,source,,sgs,,7,True
2418,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW.pdf,2-0021116,source,,sgs,,8,True
2419,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW.pdf,2-0021116,source,,sgs,,9,True
2420,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW2.pdf,2-0021116,source,,sgs,,7,True
2422,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW2.pdf,2-0021116,source,,sgs,,9,True
2424,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A DW2.pdf,2-0021116,source,,sgs,,11,True
2426,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A MW.pdf,2-0021116,source,,sgs,,7,True
2428,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A MW.pdf,2-0021116,source,,sgs,,9,True
2430,Raw Reports/Source Lab Reports/,2-0021116 - Stow - Document_ID_563863A MW.pdf,2-0021116,source,,sgs,,11,True
2432,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,7,True
2433,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,9,True
2434,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,11,True
2435,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,13,True
2436,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,15,True
2437,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,17,True
2438,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW.pdf,2-0021349,source,,alpha,,19,True
2439,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,9,True
2440,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,11,True
2441,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,13,True
2442,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,15,True
2443,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,17,True
2444,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,19,True
2445,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,21,True
2446,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,23,True
2447,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,25,True
2448,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,27,True
2449,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,29,True
2450,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,31,True
2451,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,33,True
2452,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,35,True
2453,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,37,True
2454,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,39,True
2455,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,41,True
2456,Raw Reports/Source Lab Reports/,2-0021349 - Littleton - Document_ID_595958 SW2.pdf,2-0021349,source,,alpha,,43,True
